CBSA,CBSA Code,date,OT,Category,Defining Parameter,Defining Site,Number of Sites Reporting,start_date,end_date,prior_history_avg,prior_history_std,fact,preds
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-02-28,67,Moderate,PM2.5,34-039-0004,24,2005-02-28,2005-02-28,70.42857142857143,9.034326074425676,The New York State Department of Health conducted a study on volatile organic chemicals (VOCs) in indoor air between 1997 and 2003.,"In the long-term, it is likely that there will be increased awareness and action on environmental quality and indoor air quality, leading to improved health outcomes and reduced pollution.   Note: The information available is limited, and most of the search results are not directly related to predicting the environment. Therefore, the analysis and predictions are based on a limited scope.;In the short-term, it is likely that there will be continued efforts to improve indoor air quality and environmental quality, with a focus on regulations and education."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-01,59,Moderate,PM2.5,36-005-0110,23,2005-03-01,2005-03-01,73.14285714285714,32.2150511998588,The New York State Department of Health conducted a study on volatile organic chemicals (VOCs) in indoor air between 1997 and 2003.,"In the long-term, it is likely that there will be increased awareness and action on environmental quality and indoor air quality, leading to improved health outcomes and reduced pollution.   Note: The information available is limited, and most of the search results are not directly related to predicting the environment. Therefore, the analysis and predictions are based on a limited scope.;In the short-term, it is likely that there will be continued efforts to improve indoor air quality and environmental quality, with a focus on regulations and education."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-02,54,Moderate,PM2.5,36-061-0056,41,2005-03-02,2005-03-02,63.0,18.393839548428527,The New York State Department of Health conducted a study on volatile organic chemicals (VOCs) in indoor air between 1997 and 2003.,"In the long-term, it is likely that there will be increased awareness and action on environmental quality and indoor air quality, leading to improved health outcomes and reduced pollution.   Note: The information available is limited, and most of the search results are not directly related to predicting the environment. Therefore, the analysis and predictions are based on a limited scope.;In the short-term, it is likely that there will be continued efforts to improve indoor air quality and environmental quality, with a focus on regulations and education."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-03,52,Moderate,NO2,36-061-0056,25,2005-03-03,2005-03-03,61.0,10.376254944182254,The New York State Department of Health conducted a study on volatile organic chemicals (VOCs) in indoor air between 1997 and 2003.,"In the long-term, it is likely that there will be increased awareness and action on environmental quality and indoor air quality, leading to improved health outcomes and reduced pollution.   Note: The information available is limited, and most of the search results are not directly related to predicting the environment. Therefore, the analysis and predictions are based on a limited scope.;In the short-term, it is likely that there will be continued efforts to improve indoor air quality and environmental quality, with a focus on regulations and education."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-04,57,Moderate,NO2,36-061-0056,24,2005-03-04,2005-03-04,56.142857142857146,10.350983390135314,The New York State Department of Health conducted a study on volatile organic chemicals (VOCs) in indoor air between 1997 and 2003.,"In the long-term, it is likely that there will be increased awareness and action on environmental quality and indoor air quality, leading to improved health outcomes and reduced pollution.   Note: The information available is limited, and most of the search results are not directly related to predicting the environment. Therefore, the analysis and predictions are based on a limited scope.;In the short-term, it is likely that there will be continued efforts to improve indoor air quality and environmental quality, with a focus on regulations and education."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-05,58,Moderate,NO2,34-023-0006,43,2005-03-05,2005-03-05,58.0,11.32843031197762,The New York State Department of Health conducted a study on volatile organic chemicals (VOCs) in indoor air between 1997 and 2003.,"In the long-term, it is likely that there will be increased awareness and action on environmental quality and indoor air quality, leading to improved health outcomes and reduced pollution.   Note: The information available is limited, and most of the search results are not directly related to predicting the environment. Therefore, the analysis and predictions are based on a limited scope.;In the short-term, it is likely that there will be continued efforts to improve indoor air quality and environmental quality, with a focus on regulations and education."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-06,65,Moderate,PM2.5,34-039-0004,25,2005-03-06,2005-03-06,55.142857142857146,7.967194642795573,The New York State Department of Health conducted a study on volatile organic chemicals (VOCs) in indoor air between 1997 and 2003.,"In the long-term, it is likely that there will be increased awareness and action on environmental quality and indoor air quality, leading to improved health outcomes and reduced pollution.   Note: The information available is limited, and most of the search results are not directly related to predicting the environment. Therefore, the analysis and predictions are based on a limited scope.;In the short-term, it is likely that there will be continued efforts to improve indoor air quality and environmental quality, with a focus on regulations and education."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-07,82,Moderate,NO2,36-081-0098,22,2005-03-07,2005-03-07,62.85714285714285,15.453463165566603,The New York State Department of Health recommends that well owners test their water regularly for coliform bacteria.,"In the long-term, it is likely that there will be increased investment in technologies and methods for improving air and water quality, such as new ion sources for analysis of materials in open air.;In the short-term, it is likely that there will be continued emphasis on testing and regulation of air and water quality, particularly in urban areas like New York City."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-08,69,Moderate,NO2,36-061-0056,38,2005-03-08,2005-03-08,67.71428571428571,16.59030124012506,The New York State Department of Health recommends that well owners test their water regularly for coliform bacteria.,"In the long-term, it is likely that there will be increased investment in technologies and methods for improving air and water quality, such as new ion sources for analysis of materials in open air.;In the short-term, it is likely that there will be continued emphasis on testing and regulation of air and water quality, particularly in urban areas like New York City."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-09,52,Moderate,NO2,36-061-0056,24,2005-03-09,2005-03-09,70.42857142857143,17.539072028446878,The New York State Department of Health recommends that well owners test their water regularly for coliform bacteria.,"In the long-term, it is likely that there will be increased investment in technologies and methods for improving air and water quality, such as new ion sources for analysis of materials in open air.;In the short-term, it is likely that there will be continued emphasis on testing and regulation of air and water quality, particularly in urban areas like New York City."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-10,52,Moderate,NO2,34-003-0005,24,2005-03-10,2005-03-10,78.0,29.692872320923527,The New York State Department of Health recommends that well owners test their water regularly for coliform bacteria.,"In the long-term, it is likely that there will be increased investment in technologies and methods for improving air and water quality, such as new ion sources for analysis of materials in open air.;In the short-term, it is likely that there will be continued emphasis on testing and regulation of air and water quality, particularly in urban areas like New York City."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-11,96,Moderate,PM2.5,34-039-0004,43,2005-03-11,2005-03-11,66.42857142857143,22.824381283013583,The New York State Department of Health recommends that well owners test their water regularly for coliform bacteria.,"In the long-term, it is likely that there will be increased investment in technologies and methods for improving air and water quality, such as new ion sources for analysis of materials in open air.;In the short-term, it is likely that there will be continued emphasis on testing and regulation of air and water quality, particularly in urban areas like New York City."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-12,69,Moderate,PM2.5,34-039-0004,24,2005-03-12,2005-03-12,63.42857142857143,7.828519290754433,The New York State Department of Health recommends that well owners test their water regularly for coliform bacteria.,"In the long-term, it is likely that there will be increased investment in technologies and methods for improving air and water quality, such as new ion sources for analysis of materials in open air.;In the short-term, it is likely that there will be continued emphasis on testing and regulation of air and water quality, particularly in urban areas like New York City."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-13,57,Moderate,PM2.5,36-005-0110,24,2005-03-13,2005-03-13,65.57142857142857,18.246982790378823,The New York State Department of Health recommends that well owners test their water regularly for coliform bacteria.,"In the long-term, it is likely that there will be increased investment in technologies and methods for improving air and water quality, such as new ion sources for analysis of materials in open air.;In the short-term, it is likely that there will be continued emphasis on testing and regulation of air and water quality, particularly in urban areas like New York City."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-14,45,Good,PM2.5,36-061-0056,44,2005-03-14,2005-03-14,65.42857142857143,26.120599424318623,Objective facts about the Environment situation: The New York State Assembly Committee on Environmental Conservation held a meeting in March 2005 to discuss vapor intrusion of contamination from soil and groundwater.  The Federal government provided funding to the New York State Department of Environmental Conservation for projects related to air and water quality improvement.  Ohio Edison Company was required to pay an $8.5 million civil penalty for violating the Clean Air Act.  The US Environmental Protection Agency (EPA) issued a final Clean Air Mercury Rule in March 2005.,"Predictions you can make for the long-term future (next few months): Increased focus on environmental conservation and sustainability initiatives, with a potential increase in funding for projects related to air and water quality improvement.;Predictions you can make for the short-term future (next 1-4 weeks): NA"
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-15,57,Moderate,NO2,36-061-0056,24,2005-03-15,2005-03-15,57.0,11.916375287812984,Objective facts about the Environment situation: The New York State Assembly Committee on Environmental Conservation held a meeting in March 2005 to discuss vapor intrusion of contamination from soil and groundwater.  The Federal government provided funding to the New York State Department of Environmental Conservation for projects related to air and water quality improvement.  Ohio Edison Company was required to pay an $8.5 million civil penalty for violating the Clean Air Act.  The US Environmental Protection Agency (EPA) issued a final Clean Air Mercury Rule in March 2005.,"Predictions you can make for the long-term future (next few months): Increased focus on environmental conservation and sustainability initiatives, with a potential increase in funding for projects related to air and water quality improvement.;Predictions you can make for the short-term future (next 1-4 weeks): NA"
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-16,57,Moderate,NO2,36-061-0056,23,2005-03-16,2005-03-16,60.42857142857143,7.25389878748302,Objective facts about the Environment situation: The New York State Assembly Committee on Environmental Conservation held a meeting in March 2005 to discuss vapor intrusion of contamination from soil and groundwater.  The Federal government provided funding to the New York State Department of Environmental Conservation for projects related to air and water quality improvement.  Ohio Edison Company was required to pay an $8.5 million civil penalty for violating the Clean Air Act.  The US Environmental Protection Agency (EPA) issued a final Clean Air Mercury Rule in March 2005.,"Predictions you can make for the long-term future (next few months): Increased focus on environmental conservation and sustainability initiatives, with a potential increase in funding for projects related to air and water quality improvement.;Predictions you can make for the short-term future (next 1-4 weeks): NA"
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-17,69,Moderate,PM2.5,36-061-0056,43,2005-03-17,2005-03-17,66.14285714285714,17.179722266173485,Objective facts about the Environment situation: The New York State Assembly Committee on Environmental Conservation held a meeting in March 2005 to discuss vapor intrusion of contamination from soil and groundwater.  The Federal government provided funding to the New York State Department of Environmental Conservation for projects related to air and water quality improvement.  Ohio Edison Company was required to pay an $8.5 million civil penalty for violating the Clean Air Act.  The US Environmental Protection Agency (EPA) issued a final Clean Air Mercury Rule in March 2005.,"Predictions you can make for the long-term future (next few months): Increased focus on environmental conservation and sustainability initiatives, with a potential increase in funding for projects related to air and water quality improvement.;Predictions you can make for the short-term future (next 1-4 weeks): NA"
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-18,66,Moderate,PM2.5,36-081-0124,24,2005-03-18,2005-03-18,69.85714285714286,29.87991840366241,Objective facts about the Environment situation: The New York State Assembly Committee on Environmental Conservation held a meeting in March 2005 to discuss vapor intrusion of contamination from soil and groundwater.  The Federal government provided funding to the New York State Department of Environmental Conservation for projects related to air and water quality improvement.  Ohio Edison Company was required to pay an $8.5 million civil penalty for violating the Clean Air Act.  The US Environmental Protection Agency (EPA) issued a final Clean Air Mercury Rule in March 2005.,"Predictions you can make for the long-term future (next few months): Increased focus on environmental conservation and sustainability initiatives, with a potential increase in funding for projects related to air and water quality improvement.;Predictions you can make for the short-term future (next 1-4 weeks): NA"
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-19,58,Moderate,NO2,36-005-0110,24,2005-03-19,2005-03-19,57.71428571428572,11.982129550769704,Objective facts about the Environment situation: The New York State Assembly Committee on Environmental Conservation held a meeting in March 2005 to discuss vapor intrusion of contamination from soil and groundwater.  The Federal government provided funding to the New York State Department of Environmental Conservation for projects related to air and water quality improvement.  Ohio Edison Company was required to pay an $8.5 million civil penalty for violating the Clean Air Act.  The US Environmental Protection Agency (EPA) issued a final Clean Air Mercury Rule in March 2005.,"Predictions you can make for the long-term future (next few months): Increased focus on environmental conservation and sustainability initiatives, with a potential increase in funding for projects related to air and water quality improvement.;Predictions you can make for the short-term future (next 1-4 weeks): NA"
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-20,98,Moderate,PM2.5,36-005-0080,42,2005-03-20,2005-03-20,60.285714285714285,17.68911422046796,Objective facts about the Environment situation: The New York State Assembly Committee on Environmental Conservation held a meeting in March 2005 to discuss vapor intrusion of contamination from soil and groundwater.  The Federal government provided funding to the New York State Department of Environmental Conservation for projects related to air and water quality improvement.  Ohio Edison Company was required to pay an $8.5 million civil penalty for violating the Clean Air Act.  The US Environmental Protection Agency (EPA) issued a final Clean Air Mercury Rule in March 2005.,"Predictions you can make for the long-term future (next few months): Increased focus on environmental conservation and sustainability initiatives, with a potential increase in funding for projects related to air and water quality improvement.;Predictions you can make for the short-term future (next 1-4 weeks): NA"
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-21,73,Moderate,PM2.5,36-005-0110,24,2005-03-21,2005-03-21,69.71428571428571,23.900587759260134,"New York's air quality levels are being addressed through various initiatives, including a multimodal corridor study and environmental remediation efforts at venues.","In the long-term, it is predicted that New York will continue to prioritize environmental issues, potentially leading to significant improvements in air quality and overall environmental health.;In the short-term, it is likely that we will see continued implementation of environmentally friendly initiatives and efforts to improve air quality in New York."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-22,60,Moderate,NO2,34-013-1003,23,2005-03-22,2005-03-22,73.85714285714286,21.89694477492672,"New York's air quality levels are being addressed through various initiatives, including a multimodal corridor study and environmental remediation efforts at venues.","In the long-term, it is predicted that New York will continue to prioritize environmental issues, potentially leading to significant improvements in air quality and overall environmental health.;In the short-term, it is likely that we will see continued implementation of environmentally friendly initiatives and efforts to improve air quality in New York."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-23,84,Moderate,PM2.5,34-039-0004,42,2005-03-23,2005-03-23,69.14285714285714,12.40199676703408,"New York's air quality levels are being addressed through various initiatives, including a multimodal corridor study and environmental remediation efforts at venues.","In the long-term, it is predicted that New York will continue to prioritize environmental issues, potentially leading to significant improvements in air quality and overall environmental health.;In the short-term, it is likely that we will see continued implementation of environmentally friendly initiatives and efforts to improve air quality in New York."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-24,56,Moderate,NO2,36-005-0083,26,2005-03-24,2005-03-24,64.42857142857143,22.515603055489784,"New York's air quality levels are being addressed through various initiatives, including a multimodal corridor study and environmental remediation efforts at venues.","In the long-term, it is predicted that New York will continue to prioritize environmental issues, potentially leading to significant improvements in air quality and overall environmental health.;In the short-term, it is likely that we will see continued implementation of environmentally friendly initiatives and efforts to improve air quality in New York."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-25,60,Moderate,PM2.5,34-039-0004,28,2005-03-25,2005-03-25,60.71428571428572,9.322272357358043,"New York's air quality levels are being addressed through various initiatives, including a multimodal corridor study and environmental remediation efforts at venues.","In the long-term, it is predicted that New York will continue to prioritize environmental issues, potentially leading to significant improvements in air quality and overall environmental health.;In the short-term, it is likely that we will see continued implementation of environmentally friendly initiatives and efforts to improve air quality in New York."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-26,62,Moderate,PM2.5,36-005-0080,48,2005-03-26,2005-03-26,60.142857142857146,10.761483346152788,"New York's air quality levels are being addressed through various initiatives, including a multimodal corridor study and environmental remediation efforts at venues.","In the long-term, it is predicted that New York will continue to prioritize environmental issues, potentially leading to significant improvements in air quality and overall environmental health.;In the short-term, it is likely that we will see continued implementation of environmentally friendly initiatives and efforts to improve air quality in New York."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-27,52,Moderate,NO2,36-061-0056,28,2005-03-27,2005-03-27,67.42857142857143,12.541360144964912,"New York's air quality levels are being addressed through various initiatives, including a multimodal corridor study and environmental remediation efforts at venues.","In the long-term, it is predicted that New York will continue to prioritize environmental issues, potentially leading to significant improvements in air quality and overall environmental health.;In the short-term, it is likely that we will see continued implementation of environmentally friendly initiatives and efforts to improve air quality in New York."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-28,51,Moderate,NO2,34-039-0004,28,2005-03-28,2005-03-28,67.71428571428571,16.570196998570314,"The Environmental Protection Agency (EPA) provides guidance on air quality requirements, emissions inventories, air quality modeling, and ambient air monitoring data.","In the long-term, we can expect significant advancements in air quality management, with the development of new technologies and policies aimed at reducing pollution and improving environmental quality.;In the short-term, we can expect continued efforts to improve air quality and reduce pollution, with a focus on implementing existing regulations and guidelines."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-29,47,Good,Ozone,36-119-2004,49,2005-03-29,2005-03-29,71.0,14.82115605027714,"The Environmental Protection Agency (EPA) provides guidance on air quality requirements, emissions inventories, air quality modeling, and ambient air monitoring data.","In the long-term, we can expect significant advancements in air quality management, with the development of new technologies and policies aimed at reducing pollution and improving environmental quality.;In the short-term, we can expect continued efforts to improve air quality and reduce pollution, with a focus on implementing existing regulations and guidelines."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-30,68,Moderate,NO2,36-061-0056,28,2005-03-30,2005-03-30,94.71428571428572,31.37788119952379,"The Environmental Protection Agency (EPA) provides guidance on air quality requirements, emissions inventories, air quality modeling, and ambient air monitoring data.","In the long-term, we can expect significant advancements in air quality management, with the development of new technologies and policies aimed at reducing pollution and improving environmental quality.;In the short-term, we can expect continued efforts to improve air quality and reduce pollution, with a focus on implementing existing regulations and guidelines."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-03-31,63,Moderate,NO2,34-039-0004,30,2005-03-31,2005-03-31,91.28571428571428,41.41945712550357,"The Environmental Protection Agency (EPA) provides guidance on air quality requirements, emissions inventories, air quality modeling, and ambient air monitoring data.","In the long-term, we can expect significant advancements in air quality management, with the development of new technologies and policies aimed at reducing pollution and improving environmental quality.;In the short-term, we can expect continued efforts to improve air quality and reduce pollution, with a focus on implementing existing regulations and guidelines."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-01,89,Moderate,PM2.5,34-031-0005,50,2005-04-01,2005-04-01,68.42857142857143,32.74577399124526,"The Environmental Protection Agency (EPA) provides guidance on air quality requirements, emissions inventories, air quality modeling, and ambient air monitoring data.","In the long-term, we can expect significant advancements in air quality management, with the development of new technologies and policies aimed at reducing pollution and improving environmental quality.;In the short-term, we can expect continued efforts to improve air quality and reduce pollution, with a focus on implementing existing regulations and guidelines."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-02,49,Good,Ozone,34-029-0006,31,2005-04-02,2005-04-02,85.85714285714286,27.793455893000974,"The Environmental Protection Agency (EPA) provides guidance on air quality requirements, emissions inventories, air quality modeling, and ambient air monitoring data.","In the long-term, we can expect significant advancements in air quality management, with the development of new technologies and policies aimed at reducing pollution and improving environmental quality.;In the short-term, we can expect continued efforts to improve air quality and reduce pollution, with a focus on implementing existing regulations and guidelines."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-03,40,Good,Ozone,36-103-0009,31,2005-04-03,2005-04-03,78.28571428571429,26.73146888166508,"The Environmental Protection Agency (EPA) provides guidance on air quality requirements, emissions inventories, air quality modeling, and ambient air monitoring data.","In the long-term, we can expect significant advancements in air quality management, with the development of new technologies and policies aimed at reducing pollution and improving environmental quality.;In the short-term, we can expect continued efforts to improve air quality and reduce pollution, with a focus on implementing existing regulations and guidelines."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-04,74,Moderate,Ozone,34-027-3001,45,2005-04-04,2005-04-04,83.57142857142857,29.74254608501175,Congestion and air quality impacts can be reduced through design and construction zone management in New York State.,"In the long-term, it is likely that climate change will continue to have a significant impact on air quality in New York City and State, requiring sustained and coordinated efforts to mitigate its effects and improve environmental quality.;In the short-term, it is likely that air quality in New York City and State will continue to be a focus of policy and management efforts, with a potential increase in initiatives to reduce pollution and improve environmental quality."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-05,63,Moderate,NO2,36-081-0098,32,2005-04-05,2005-04-05,66.57142857142857,15.020620746794972,Congestion and air quality impacts can be reduced through design and construction zone management in New York State.,"In the long-term, it is likely that climate change will continue to have a significant impact on air quality in New York City and State, requiring sustained and coordinated efforts to mitigate its effects and improve environmental quality.;In the short-term, it is likely that air quality in New York City and State will continue to be a focus of policy and management efforts, with a potential increase in initiatives to reduce pollution and improve environmental quality."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-06,81,Moderate,NO2,34-003-0005,32,2005-04-06,2005-04-06,61.42857142857143,18.246982790378823,Congestion and air quality impacts can be reduced through design and construction zone management in New York State.,"In the long-term, it is likely that climate change will continue to have a significant impact on air quality in New York City and State, requiring sustained and coordinated efforts to mitigate its effects and improve environmental quality.;In the short-term, it is likely that air quality in New York City and State will continue to be a focus of policy and management efforts, with a potential increase in initiatives to reduce pollution and improve environmental quality."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-07,84,Moderate,NO2,34-013-1003,46,2005-04-07,2005-04-07,63.71428571428572,26.455713218599158,Congestion and air quality impacts can be reduced through design and construction zone management in New York State.,"In the long-term, it is likely that climate change will continue to have a significant impact on air quality in New York City and State, requiring sustained and coordinated efforts to mitigate its effects and improve environmental quality.;In the short-term, it is likely that air quality in New York City and State will continue to be a focus of policy and management efforts, with a potential increase in initiatives to reduce pollution and improve environmental quality."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-08,51,Moderate,NO2,34-039-0004,32,2005-04-08,2005-04-08,65.28571428571429,12.161610169083776,Congestion and air quality impacts can be reduced through design and construction zone management in New York State.,"In the long-term, it is likely that climate change will continue to have a significant impact on air quality in New York City and State, requiring sustained and coordinated efforts to mitigate its effects and improve environmental quality.;In the short-term, it is likely that air quality in New York City and State will continue to be a focus of policy and management efforts, with a potential increase in initiatives to reduce pollution and improve environmental quality."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-09,58,Moderate,Ozone,36-071-5001,33,2005-04-09,2005-04-09,67.71428571428571,13.412858081138484,Congestion and air quality impacts can be reduced through design and construction zone management in New York State.,"In the long-term, it is likely that climate change will continue to have a significant impact on air quality in New York City and State, requiring sustained and coordinated efforts to mitigate its effects and improve environmental quality.;In the short-term, it is likely that air quality in New York City and State will continue to be a focus of policy and management efforts, with a potential increase in initiatives to reduce pollution and improve environmental quality."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-10,87,Moderate,NO2,36-005-0110,47,2005-04-10,2005-04-10,52.42857142857143,7.114706432386907,Congestion and air quality impacts can be reduced through design and construction zone management in New York State.,"In the long-term, it is likely that climate change will continue to have a significant impact on air quality in New York City and State, requiring sustained and coordinated efforts to mitigate its effects and improve environmental quality.;In the short-term, it is likely that air quality in New York City and State will continue to be a focus of policy and management efforts, with a potential increase in initiatives to reduce pollution and improve environmental quality."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-11,56,Moderate,NO2,34-017-0006,32,2005-04-11,2005-04-11,66.71428571428571,9.159954252329095,"The Peconic Estuary Program (PEP) is sponsored by the USEPA, the New York State Department of Environmental Conservation (NYSDEC), and the Suffolk County.","In the long-term, the continued collaboration and efforts of these government agencies may lead to significant improvements in environmental quality and public health in New York.;In the short-term, it is likely that these government agencies will continue to work together to implement regulations and programs to improve environmental quality in New York."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-12,56,Moderate,NO2,36-061-0056,32,2005-04-12,2005-04-12,75.0,17.98147194568157,"The Peconic Estuary Program (PEP) is sponsored by the USEPA, the New York State Department of Environmental Conservation (NYSDEC), and the Suffolk County.","In the long-term, the continued collaboration and efforts of these government agencies may lead to significant improvements in environmental quality and public health in New York.;In the short-term, it is likely that these government agencies will continue to work together to implement regulations and programs to improve environmental quality in New York."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-13,52,Moderate,NO2,34-039-0004,47,2005-04-13,2005-04-13,67.71428571428571,18.16328059312969,"The Peconic Estuary Program (PEP) is sponsored by the USEPA, the New York State Department of Environmental Conservation (NYSDEC), and the Suffolk County.","In the long-term, the continued collaboration and efforts of these government agencies may lead to significant improvements in environmental quality and public health in New York.;In the short-term, it is likely that these government agencies will continue to work together to implement regulations and programs to improve environmental quality in New York."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-14,51,Moderate,Ozone,36-071-5001,31,2005-04-14,2005-04-14,75.42857142857143,24.8854518601876,"The Peconic Estuary Program (PEP) is sponsored by the USEPA, the New York State Department of Environmental Conservation (NYSDEC), and the Suffolk County.","In the long-term, the continued collaboration and efforts of these government agencies may lead to significant improvements in environmental quality and public health in New York.;In the short-term, it is likely that these government agencies will continue to work together to implement regulations and programs to improve environmental quality in New York."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-15,53,Moderate,NO2,36-061-0056,32,2005-04-15,2005-04-15,90.57142857142856,30.92386965251461,"The Peconic Estuary Program (PEP) is sponsored by the USEPA, the New York State Department of Environmental Conservation (NYSDEC), and the Suffolk County.","In the long-term, the continued collaboration and efforts of these government agencies may lead to significant improvements in environmental quality and public health in New York.;In the short-term, it is likely that these government agencies will continue to work together to implement regulations and programs to improve environmental quality in New York."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-16,54,Moderate,Ozone,36-071-5001,47,2005-04-16,2005-04-16,85.57142857142857,40.77931314959071,"The Peconic Estuary Program (PEP) is sponsored by the USEPA, the New York State Department of Environmental Conservation (NYSDEC), and the Suffolk County.","In the long-term, the continued collaboration and efforts of these government agencies may lead to significant improvements in environmental quality and public health in New York.;In the short-term, it is likely that these government agencies will continue to work together to implement regulations and programs to improve environmental quality in New York."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-17,90,Moderate,Ozone,36-071-5001,31,2005-04-17,2005-04-17,85.85714285714286,57.223038983229394,"The Peconic Estuary Program (PEP) is sponsored by the USEPA, the New York State Department of Environmental Conservation (NYSDEC), and the Suffolk County.","In the long-term, the continued collaboration and efforts of these government agencies may lead to significant improvements in environmental quality and public health in New York.;In the short-term, it is likely that these government agencies will continue to work together to implement regulations and programs to improve environmental quality in New York."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-18,136,Unhealthy for Sensitive Groups,Ozone,34-029-0006,32,2005-04-18,2005-04-18,85.14285714285714,55.35470040694699,"The United States Environmental Protection Agency (EPA) has programs and resources dedicated to improving air quality, such as the National Priorities List and the Voluntary School and Child Care Lead Testing and Reduction program.","In the long-term, it is predicted that there will be a growing focus on sustainable urban planning and development, as well as increased investment in technologies and initiatives aimed at reducing environmental pollution and improving public health.;In the short-term, it is likely that the EPA and other environmental organizations will continue to monitor and address air quality issues, particularly in regions with high levels of pollution."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-19,161,Unhealthy,Ozone,34-029-0006,48,2005-04-19,2005-04-19,80.57142857142857,16.348875015905964,"The United States Environmental Protection Agency (EPA) has programs and resources dedicated to improving air quality, such as the National Priorities List and the Voluntary School and Child Care Lead Testing and Reduction program.","In the long-term, it is predicted that there will be a growing focus on sustainable urban planning and development, as well as increased investment in technologies and initiatives aimed at reducing environmental pollution and improving public health.;In the short-term, it is likely that the EPA and other environmental organizations will continue to monitor and address air quality issues, particularly in regions with high levels of pollution."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-20,154,Unhealthy,Ozone,34-029-0006,32,2005-04-20,2005-04-20,89.42857142857143,43.15420853503994,"The United States Environmental Protection Agency (EPA) has programs and resources dedicated to improving air quality, such as the National Priorities List and the Voluntary School and Child Care Lead Testing and Reduction program.","In the long-term, it is predicted that there will be a growing focus on sustainable urban planning and development, as well as increased investment in technologies and initiatives aimed at reducing environmental pollution and improving public health.;In the short-term, it is likely that the EPA and other environmental organizations will continue to monitor and address air quality issues, particularly in regions with high levels of pollution."
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-04-21,58,Moderate,Ozone,34-027-3001,32,2005-04-21,2005-04-21,84.42857142857143,31.21355017113104,"The United States Environmental Protection Agency (EPA) has programs and resources dedicated to improving air quality, such as the National Priorities List and the Voluntary School and Child Care Lead Testing and Reduction program.","In the long-term, it is predicted that there will be a growing focus on sustainable urban planning and development, as well as increased investment in technologies and initiatives aimed at reducing environmental pollution and improving public health.;In the short-term, it is likely that the EPA and other environmental organizations will continue to monitor and address air quality issues, particularly in regions with high levels of pollution."
